Open;High;Low;Close
514.04;536.5;510.6;535.6
516.28;527.5;501.1;516.09
539;540.06;515.45;521.62
536.5;539.5;519.43;533.8
545;549.5;530.72;540.57
550.76;555.68;540.73;541.55
545.99;555.19;540;554.53
542.3;549;535.6;543.91
530.88;539.23;527.5;537
536.51;540.38;526.06;527.04
519.58;536.72;517;534.73
532.47;538;523.06;526.42
527.68;530;515.09;528.07
544.1;544.93;528.26;528.82
544.97;557.8;543.67;551
545.14;551.19;535.1;542.3
545.36;553.15;542.02;545.21
556.98;556.98;544.51;546.43
555.35;563.78;550.81;560.2
564.51;568.99;559.16;562.38
576.35;578.07;568.38;569.46
566.5;579.1;566.5;572.81
561.49;575.7;561.34;571.51
548.76;558;546.88;552.95
556.24;557.34;544.46;545.2
549.56;558.82;546.78;554.17
568.06;570;545.4;557.87
579.75;580.72;567;567
577.08;588.04;576.21;586.3
565.33;578;564.55;572.22
576.5;580.5;560.61;567.3
582.5;583.89;571.27;575
583.47;589.92;581.3;585.8
574.79;585.88;573.2;583
567.94;571.49;561.1;568.24
544.96;562.6;543.85;560.9
546.96;553;537.81;544.62
551.95;554.21;540.25;549.46
578.52;581.41;547.89;549.99
574.63;582.48;572.91;578.6
578.55;588.88;573.52;577.52
581.43;584.68;578.32;580.07
579;582.95;575.61;581
586.49;591.19;575.25;576.3
586.23;587.95;578.55;583
574.75;586.75;568.91;584.94
579;585;571.3;573.2
586.2;589.3;578.91;583.01
590.27;599.49;576.43;579
591;592;583;586.36
598.86;599;587.13;594.9
598.49;602.45;579.3;581.29
578.31;594.93;576.97;593.08
562.21;584.86;558.47;574.29
550.83;563.4;550.01;558.47
545.88;556.81;539;552.12
549.02;553;542.73;544.06
551.29;554.49;540.02;543.04
557.94;559.31;540.95;546.49
537.57;560.83;537.56;555
539.39;542.59;530.29;537.79
535.21;547.7;524.77;539.41
455.63;459.37;446.52;449.54
444.4;458.28;441;455.03
458.13;459.72;443.72;446.84
457.16;457.45;450.15;451.66
464.07;467.26;455.01;457.45
464.96;473.86;461.85;469.08
469.13;472;457.54;464.19
473.04;474.14;462.01;467.81
477.03;485.44;473.53;476.82
457.01;477.83;456.2;471.09
461.73;463.29;448.13;455.12
469.9;475.74;460.39;465.7
447.74;466.5;446.87;465.71
435.64;442.69;432.01;440.47
447.46;453.57;434.31;438.08
446;448.61;440.49;444.08
452.59;462.87;449.29;458.19
457.46;457.47;446;450.78
438.43;465.78;437.72;460.56
427.32;435.7;417.5;433.55
441.11;447.5;431.67;432
428.98;440.84;425.53;439.16
427.99;433.71;412.11;419.87
442.98;449.34;430.62;437.92
432.67;446.98;428.78;443.01
440.01;447.88;438.07;440.18
425.26;440.15;424.65;439.84
428.83;431;413.04;413.62
428.88;440;426.24;433.35
447.69;453.3;431.18;432.7
445.25;454.17;444;447.7
450.95;453.36;435.78;444.6
471.51;472.72;450.11;457.02
471.87;479.74;464.65;471.18
470.5;479.09;467.36;475.39
460.13;475.49;459.64;472.86
461.2;466.47;446.85;464.19
505.95;506.5;485.74;486.44
502.06;509;497.55;507.8
512.85;513.21;499.5;502.86
503.51;511.01;498.82;509
534.94;535.06;506.5;508.95
528.31;532.66;524.33;529.64
538.35;541.04;531;532.25
522.5;534.99;518.69;534.62
523.39;530.6;513.03;518.09
520.52;523.71;513.4;521.16
509.41;517.73;508.7;516.69
496.86;514.19;494.76;504.95
511.14;511.17;497.93;501.71
489.43;509;488.52;506.8
509.07;512.78;492.55;495.43
528.67;536.67;510;515.9
539.01;573;534.29;564.3
549.19;560.43;543.51;548.27
560.47;561.33;540.67;550.52
570.97;572.24;548.6;555.98
591.81;595;566.18;566.4
558.8;579.69;554.14;574.49
560.71;568;519;548.62
562.03;597.5;561.2;584.35
608.36;609.99;598.45;600.25
620.76;625.74;598.01;600.79
628.97;639.99;601.93;615.95
645.9;649.05;635.38;637.65
651.14;657.4;645.25;653.82
642.7;649.47;630.11;638.25
645.01;657.2;640.11;646.73
630.04;653.34;622.51;653.2
653;659.96;631;631.68
653.94;662.28;637.35;649.25
679.69;680.96;655;657
685.26;686.85;676.52;685.33
692.87;697.37;677.73;685.19
698.57;702.49;690.58;691.48
704.93;707.95;696.54;702.53
707.07;716;700.74;700.74
698.99;713.22;698.21;710.84
694.99;700.73;693.06;700.73
697.88;699.26;693.24;696.69
685.83;691;680.61;689.69
674.21;679.5;669;677.37
674.16;676.71;652.5;673.35
688;695.42;663.67;669.23
687.51;699.7;687.26;689.96
696.31;697.62;681.21;694.05
714;714.32;688.5;699.35
719.94;720.99;698.78;699.2
715.99;724.8;714;718.42
714.99;718;710.5;714.87
697.8;716.56;697.01;715.26
692.73;698.93;687.5;698.51
678.31;692;677.12;684.16
691.01;695;681.14;681.53
711;711.06;682.11;693
690.75;702.79;687.77;697
682.11;694.3;672.14;692.26
674.8;676.43;650.26;673.57
680.2;693.4;665;666
670;678.28;668.11;676.7
643.77;669.97;642.08;660.52
636.48;659.1;632.87;648.54
629.59;636.77;618.5;625.85
633.94;635.49;616.02;633.63
638.57;647.5;624;629.65
673.28;675.49;636.27;641.68
644.99;660.92;632.07;660.55
657.74;669.93;626.21;632.07
675.78;681.88;661.21;663.97
734.6;734.89;677.18;693.84
741.13;747.24;723.14;732.94
737.56;741.79;725;741.79
706.99;730.23;706.07;725.65
710.51;713.58;697.34;711.25
702.79;713.72;701.78;703.21
700.69;707;696.04;707
677.51;699.91;677.51;694.77
677.77;680;672.09;679.23
674.03;676.54;668.06;674.6
678.68;678.97;663.55;668.51
672.71;677.47;659.56;675.82
661.25;677.6;660;675.77
638.67;655;636.28;650.75
654.56;658.49;643.23;644.71
635.41;641.37;628.5;639.62
630.45;634;621.59;633.48
618.49;625.92;611.99;616
638.47;639.86;615.55;620.11
623.98;638.4;618.24;637.39
633.64;641.41;609;622
621.36;625.68;616.8;625.39
615.11;623.78;608.39;615.18
595;610.26;593.95;609.62
587.11;596;587.01;594.05
585.09;585.09;577.06;579.03
586.25;588.99;580.36;584.02
583.38;596.81;580.01;584.39
569.97;584.35;569.61;582.55
567;569.55;564.12;567.27
571.73;571.74;565.78;567.5
570.4;571.79;563.81;568.16
564;569.56;562.86;569
561;571.46;560;568.02
556.34;560.79;552.83;560.1
547;556.8;546.03;552.83
539.27;549.45;538.86;546.85
526.52;537.25;524.27;535.27
526.53;529.28;524.07;525.3
523.2;530.27;522.22;528.75
524.06;527.21;523.22;524.78
520.53;527.98;519;522.65
516.99;521.65;515.73;521.33
521.28;522.07;510.88;514.48
517.86;521.24;516.8;519.35
529.36;529.83;518.24;523.52
523.4;529.48;522.25;527.8
515.02;528;514.62;525.15
513.1;516.5;511.47;515.25
512.36;515.4;510.58;511.4
507.84;513.3;507.23;512.88
511.53;514.98;505.79;506.4
514.43;517.45;511.4;513.26
512.61;515.55;508.5;515
516;516.13;507;512.19
509.96;516.25;509.25;512.75
498.94;508.16;497.77;506.61
502.46;502.56;496;497.92
497.44;501;491.65;500.04
492.02;496.43;480.46;491.52
509;511.69;496.71;497.55
515.72;517.4;508;508.6
519.54;519.75;513.03;515.5
510.18;518.72;505.63;515.75
520.8;526.82;514.63;514.73
519.34;525.78;517.09;525.78
509.75;519.88;509.04;516.02
503;510.15;502.5;510
510.05;513.2;503;503
513.72;514.99;509;511.01
510.5;516.51;508.14;512.94
520.23;520.44;510;510
512.92;519.34;510.5;516.11
508.53;516.62;505.5;511.89
508.74;512.59;498.88;508
516.98;517.02;505.56;509.76
509.3;518.69;507.11;514
519.01;520;512.15;512.51
511.9;523.18;509.5;520.12
553.46;553.52;542.24;548.59
553.89;554.5;543.81;549.5
555.04;557.73;552.38;555
550.3;558.58;549.31;552.99
547.91;552.67;547.25;552.16
545.86;547.32;540.22;545.33
543.61;546.5;540.01;544.47
543.79;547;541.65;543.34
543;548.74;540.26;542.56
541.25;543.87;538.73;539.4
535.56;544.4;532.15;541.63
531.06;534.4;527.5;534.34
525.49;531.85;524.2;530.38
526.02;527.4;519.46;522.7
524.88;529.5;523.8;525.01
525;527.99;519.56;526.29
532.73;533.2;526.24;530.26
528.98;534.99;523.38;527.42
516.42;524.99;516.1;524.98
510.98;515.29;506.28;514.11
516.96;518.75;509.06;509.97
514.01;517.25;511.54;514.31
506.18;516;504.24;515.2
508.19;509;501.23;505.89
505.38;505.88;501.7;502.84
507.09;508.54;498.69;505.24
508.71;511.67;503.17;504.77
514.02;518.25;510;511.34
516.2;519.64;509.46;515.49
519.75;526.5;512.51;515.06
516.75;520.78;515.26;518.25
509.75;519;506.61;518.84
497.91;510.51;497.59;507.07
501;505.02;497.93;500.4
500.56;508.78;497.06;497.91
484.5;498.84;483;498.6
485;491.8;484;487.11
479.7;484.95;477.27;483.52
475.15;479.2;471.5;474.33
480.82;483.41;473.75;473.97
473;479.01;473;475.86
469.53;479.2;466.72;470.6
472.03;472.7;469.75;470.32
472.46;475.22;470.81;470.96
462;473.14;459.02;472.61
461.96;462.54;457.41;458
465.48;467.51;460;461.78
461.83;467;461;466.74
467.04;469.49;461.02;461.47
466.15;471.73;463.88;469.25
466.13;468.17;464.73;466.81
472.14;472.82;466.47;467.27
470.12;474.84;465.88;471.12
466.22;474.07;465.29;473.23
468.65;471.08;465.73;465.78
472.19;472.81;464.17;469
479.15;481.35;471.38;471.38
480.07;482.4;478.33;479.01
478.1;484.45;477.11;481.18
480;481.37;476.11;477.99
478.61;479.98;475.55;477.53
480.1;485;478.26;479.08
490.52;492.5;482.02;482.48
474.5;481.95;469.59;471.65
471.26;479.9;469.53;476.01
473.8;476.39;471.6;472.8
468.46;476.99;468.15;474.27
468.45;468.77;463.36;466.29
464;468;462.24;467.39
466.06;469.4;462.61;464.53
467.09;470.79;465.16;466.5
472.98;473;465.59;468.21
471.3;472.09;469.62;471.51
472.14;473;469.58;471.02
464.05;474.25;464;472.6
457.76;458.53;452.12;458.53
462.1;463.4;456.14;458.16
464.55;466;455;460.92
461.87;465.44;460.15;461.88
463.55;465.23;460.34;463.62
460.55;465;455.62;465
461.45;463.39;457.08;461.83
455.61;462.17;452.53;462.04
445.3;456.57;445.21;456.55
445.79;447.6;443.6;445.28
443.25;448.5;440.63;447.23
445.65;446.7;439.89;440.85
447.86;449.82;443.94;446.19
443.23;448.66;439;448
450.11;451.93;442.83;443.03
452.57;455.25;451.11;454.75
458;458.4;450.1;452.96
459.22;465.5;454.1;454.72
462.69;463.14;454.29;455.64
447.47;459;447.38;457.55
437.02;445.5;437;440.95
445.11;448.7;438.68;438.68
442.67;452.42;440;448.23
450.41;453.67;443.04;449.45
455;459.8;447.17;448.77
472.83;475.25;463.75;464.93
475.75;476.95;467.8;470.62
478.69;484.24;474.39;475.85
469.84;478.68;467.74;475.86
468.47;472.75;464.71;472.1
462.8;470.15;462.06;469.94
466;466.13;460.72;461.47
460;469.13;459.22;465.93
459.15;462.78;457.26;459.1
460.68;462.39;455.02;458.29
471.65;472.68;461.5;461.89
468.05;473.75;465.15;471.03
473.82;474.35;468.78;470.01
468.1;473.3;467.26;471.48
477.5;478;466.19;467.16
482.61;485;477.81;481.5
506;506.01;481.53;481.75
496.49;505;495.51;501.5
494;498;491.22;494.32
498;498.75;490.5;492.47
490.93;497.9;487.03;495.84
501;504.5;485.66;488.09
484.45;499.54;483.29;499.07
480.79;484.75;477.29;479.05
492.5;492.65;478.5;480.84
487.98;490.76;486.74;489.75
494.52;496.48;487.43;487.83
503.39;507.77;494.38;497.28
507.55;513;503.3;504.28
501.99;505;500;505
497.2;501.75;496.18;499.72
484.43;493.55;482.04;489.46
485.45;488.25;481.2;485.5
487.69;489.87;482.2;483.58
482.5;487.5;478.11;487.19
469;483.95;468.35;483.26
466;476.66;461.11;467.59
462.1;464.47;459.86;460.48
467.12;468.58;462.25;462.56
460;468.08;459.1;468.03
456.52;459.47;454.59;457.53
457.5;458.64;452.73;455.58
464.18;465.25;452.34;456.2
470;471.5;462.33;462.9
461.72;469.31;458.5;468.63
482.51;482.74;460.72;462.8
482.64;484.11;479.84;480.3
480.25;483.75;477.26;482.12
484.69;485.5;477.02;478.99
483.85;486.36;480.28;481.78
484.92;488.9;483.8;483.93
481.94;488.6;480;484.11
490.23;491.8;482.42;482.64
486.96;492.4;484.52;488.71
487.4;489.44;484.89;487
483;487.43;479.35;484.85
485.98;488.39;478.5;480.8
484.19;490.4;481.55;484.81
494.24;494.74;482.25;484.65
481.13;489.86;477.03;489.5
501.37;501.78;484.75;484.75
504.5;507.5;504;505
510.97;513;505.78;508.01
496.54;510;495.83;509.65
498.4;498.4;492.65;495.05
493.25;499.66;493;498.79
495;497.68;492.56;495.9
493.43;499.85;491.93;491.93
480.7;489.95;480.5;489.3
474.9;481.17;474.14;481.03
473.78;474.72;470.29;473.55
476.5;479.49;471.86;472.63
470.35;481.74;468.6;475
476.95;479.02;471.77;472.57
473.77;479.66;472.33;476.95
472.23;473.75;465.06;471.8
467.5;473.73;466.38;469.91
478.76;479.13;465.26;467.5
478.06;482.16;473.84;476.39
474.82;480.46;470.01;476.57
483.9;485.24;472.49;475.2
487.68;491.96;484.2;485.1
477.49;488.5;475.11;486.6
476.28;477.86;471.41;473.31
462.28;484.64;460.37;480.78
458.99;460.1;453.59;459.67
420.23;429.5;419.57;426.06
422.99;424.75;417.5;419.31
420.3;423.75;416.7;420.64
427.7;429.2;421.34;421.75
427.76;429.5;425.56;427.3
428.56;429.68;424;427.44
425.02;429.91;423.76;426.5
431.56;437.85;422.39;426.65
424.8;431.95;423.42;429
410.22;421.91;409.75;420.5
414.7;418.24;410.86;411.81
404.97;415.77;403.05;415.7
401.29;406.46;398.19;404.04
401.9;406;400.8;401.44
405.13;405.62;401.41;401.9
404.08;406.98;400.54;403.58
406.3;411.22;402.37;402.92
405.5;407.68;401.77;406.87
405.58;409.45;402.5;403.98
404.98;407.45;401.36;403.78
400.3;408.45;399.86;406.85
407.1;407.39;394.62;397
415.46;415.49;392.74;403.81
410;418.69;409.47;414.69
407.48;410.05;406.74;409.88
404.3;406.28;401.93;403.98
395.15;406.76;395.1;406.57
385;392.73;384.88;391.9
378.26;384.69;377.77;384.09
376.72;380.79;376.72;377.85
379.39;381.75;377.4;378.49
382.1;383.19;379.66;380.14
379.87;385.4;377.44;384.36
380.99;381.28;377.19;378.6
381.49;382.15;378.2;378.53
379.21;384.65;378.51;380.75
380.78;382.32;377.2;378.95
375.61;380.95;375;380.95
373.08;375.32;372.5;373.26
374.44;376.4;372.26;373.73
377.64;378.27;372.66;373.43
377.73;379.26;374.84;378.29
378.1;379;375.22;377.3
386.31;387.09;380.75;383.36
386.39;390;383.92;385.8
383.48;388.45;382.12;387.72
374.11;381.67;372.6;380.97
371.5;375.13;368.67;369.43
374.4;375.28;368;368.5
373.88;377.67;372.46;374.2
382.8;384.68;376.36;376.94
382.82;384.5;379.09;381
371.5;379.73;371.15;377.95
379.56;380.68;371.75;373.85
364.98;377.91;363.36;375.39
375.6;377.17;365.2;367.23
385.11;385.77;375.51;375.51
388;389.17;383.31;386.6
382;389.56;381.73;388.12
387.37;387.49;377.95;382.4
388.2;391.91;383;385.5
385.02;391.31;383.8;389.36
392.82;393.89;381.21;390.9
386.14;391.75;377.69;390.11
404.28;404.44;385.66;387.12
395.01;401.14;394.66;399
409.75;410.57;397.74;403.05
404.63;411;403.72;407.89
410.33;411.49;398.61;403.5
414;418.34;406.83;408.83
422.09;422.74;416.73;417.25
418.51;425.05;413.03;424.56
423.44;425.23;416.38;418.2
426.05;427.89;415.88;420.45
423.38;425.38;421.98;423.19
421.52;422.8;415.64;421.46
420.04;423.77;419.45;423.2
415.6;419.33;412.33;419.33
407.99;418.2;405.82;417.81
404.01;406.48;401.13;406.11
405.71;408;401.01;402.32
406.75;408.3;403.25;404.22
402.76;409.75;400.74;404.86
401.58;406;388;399.95
391.06;404;389.75;402.13
388.03;391.87;386.51;387.17
390.85;394.8;386.98;388.14
389.1;390.93;388;390.7
386.62;392.25;383;391
389.83;391.1;378.52;384.39
380.9;387;378.12;386.52
388.34;390.49;381;381.54
392.19;395.43;385.35;386.57
387.75;394.27;378.59;393.3
393.24;394.86;386.5;386.51
376.58;390;376.3;389.99
376.18;381.45;374.15;374.44
386.84;387.08;377.45;379.44
373.54;382.99;371.6;382.62
373.8;378.25;366.78;371.82
378.28;381;371.45;371.94
384.55;385.88;380.03;381.35
379.08;383;372.31;382.99
377.35;383.44;371.61;381.25
374.21;383.88;373.56;375.58
367.85;373.03;365.25;370.95
373.28;374.5;360.57;370.02
378.78;381.81;370.71;370.99
370.61;379.84;370.22;374.5
375.99;376.86;369.89;371.3
375.93;380.15;368.25;376.2
383.54;384.87;373.55;374.13
403.42;404.71;384.98;387
408.31;411.71;401.86;402.98
395.7;409;393.75;408.8
395.11;397.12;390.05;394.78
397.6;400.68;391.78;394.3
395.03;398.87;392.21;394.75
396.35;401.5;390.88;394.17
401.08;402.49;388.4;394.8
418.47;419.44;398.55;398.9
418.63;425.73;416.3;417.94
422.91;426.91;419.39;420.03
427.74;430.04;423.53;425.97
439.63;441.04;426;427.16
439.4;444.7;436.52;440.5
448.9;450.72;436.17;437.1
411.01;416;408.2;415
412.57;413.64;406.73;410.5
407.93;409.83;401.5;404.24
403.45;412.5;400.84;406.82
408.63;409.76;400.5;402.16
409;411.33;405.19;408.95
416.42;419.1;406.22;409.66
407.08;417.17;405.25;416.38
412.41;412.85;404.02;406.16
406.49;413.89;405.43;411.18
408.2;414.57;402.82;407.99
389.9;404.9;388.14;404.34
389.53;392.47;387.93;389.7
388.74;391.87;384.03;390
389.19;393.5;383.61;388.44
379.94;399;379.51;394.98
371.71;377.86;371.17;377.2
367.09;371.71;365;369.69
368.62;370.09;362.51;365.8
342.35;345.75;340.2;341.89
339.75;344.1;337.5;340.22
350.01;351.66;339.08;339.92
342.34;350.09;341.54;348.19
338.8;341.78;334.93;339.79
348.61;348.75;337.9;338.77
350.77;352.3;340.53;344.5
337.14;352.37;332.62;351.16
340.93;346.1;335.45;337.06
343.5;344.5;331.55;337.5
355.39;358.53;341.5;343
353.93;360.03;350.54;353.88
365.02;368.45;358.15;364.45
380.91;383.4;367.14;368.1
384.3;387.24;375.76;378.18
364.28;381.1;362.2;376.45
368.56;369.45;361.3;364.8
393.2;397.54;338.51;362.62
381.27;391.7;380.28;390.38
377.3;380.07;373.49;377.4
365.61;381.24;365.39;378.07
367.15;368.95;363.86;365.49
366.44;373.54;365.11;366.59
369.86;372.14;363.62;368.75
345.67;367;344.49;366.46
341.27;346;337.83;342.38
345.33;351.69;342.4;343.32
346.64;350.6;341.89;345.7
361.95;364.5;353.14;362.61
371.2;374.4;356.11;358.77
368.48;370.69;354.67;369.08
382.99;383.7;363.35;367.92
385.31;389.9;379.56;385.1
393.62;393.9;372.57;381.55
403.82;406.5;395.98;396.04
389.03;402;387.52;401.78
430.57;439.6;423.97;432.66
429.23;433.28;425;426.82
435;438.22;428.98;433.49
439.54;439.99;423.56;434.27
451.26;454.23;429.22;433
436.03;444.95;434.48;443.03
407.38;428.39;405.73;427.5
438.7;440.03;394.74;399.46
451.17;453.49;433;436.45
447.3;457.36;443.25;444.91
463.06;469.9;462.53;467.11
464.31;466.89;461.61;466.25
473.72;474.99;461.5;463.63
471.27;475.11;469.18;471.63
464.42;470.25;462.04;469.76
466.41;473.4;460.94;466.9
456.87;470.5;453.24;465.66
446;451.55;441.5;451.24
443.9;448.96;439.75;445.24
422.52;435.67;418.22;435.23
417.27;418.21;413.74;414.86
427.98;428.73;419.17;420.15
424.34;427.78;421.26;426.69
431.86;431.86;422.76;424.64
432.15;432.5;428.78;430.93
431.77;432.86;425.93;432.04
433.55;436.86;420.71;426.33
427.86;432.2;424.67;429.74
432.2;446.21;420.11;424.6
425.34;432.5;422.75;430.15
419.11;423.14;416.5;422.55
417.04;419.73;415.49;418.96
412.5;418;411.64;417.49
414.63;415.21;409.95;412.61
415;415.78;408.56;409.2
405.3;410.65;402.64;410.65
406.16;406.7;399.01;404.22
408.7;416.41;401.7;404.54
417;417.5;404.28;405.85
416.94;419.53;413.86;417.7
409.2;415.44;408.29;414.09
404.26;408.45;395.56;404.91
424.46;426.4;402.14;403.54
429.82;431.24;422.44;423.48
425.78;428.75;425.3;428.62
417.04;424.72;415.78;422.86
408.65;417.31;406.23;416.47
399.17;409.98;393.49;409.36
403.49;404.5;399.85;400.21
401.8;403.81;399.53;403.45
396.2;398.85;394.11;398.15
394.38;397;390.95;392.8
392.12;398.22;391.53;396.97
395.12;396.9;388.85;390.4
378.36;391.35;377.43;391.1
386.67;388.29;378.03;379.15
394.25;395.59;388.58;389.9
395.1;397.47;392.15;395.03
389.98;391.79;385.45;390.43
382.41;386.58;381.38;385.95
381.7;385;377.17;379.68
371.86;383.9;369.01;379.38
360.24;374.75;359.51;372.14
355.27;358.95;355.02;358.17
356.6;357.09;351.68;353.06
346.28;356;346.19;355.44
345.78;347.4;342.86;346.91
343.37;349.3;342.19;348.65
345.8;346.43;333;339.9
309.99;311.13;301.21;303.2
304;309.87;303.96;308.7
304.96;307.96;302.74;303.28
297.5;305.2;294.56;305
299.9;300.23;292.54;296.14
302;302;290.68;297.44
305.2;307.19;299;300.97
310.61;312.65;304.86;306.1
313.31;314.82;309.15;310.65
314.79;316.67;310.54;312.99
314.14;314.48;310.09;312.75
312.69;314.9;308;310.71
319.95;321.28;310.74;311
313.63;320.11;312.79;318.68
314.22;317.5;312.29;316.46
306.68;310.72;306.08;309.62
314.22;315.1;305.6;306
314.95;318.41;313.38;313.94
319.5;320.95;312.56;314.28
313;317.21;312.59;315.36
311.5;319.22;310.17;311.37
308.41;313.76;305.96;311.9
306.15;311.3;305.23;307.91
301;306;300.71;303.79
304.02;304.5;299.87;300.2
299.52;306.75;297.91;302.62
308.73;313.28;300.3;303
309;315.53;306.17;311.68
301.75;311.42;301;309.74
297.28;299.1;296.56;299.09
294.83;299.28;293.36;295.39
285.89;295.5;285.28;294.87
289;289.39;286.8;287.11
286.51;289.99;286.44;288.45
285.91;287.5;285;286.25
288.23;288.5;284.36;286
287.39;289.51;285.88;287.27
282.24;289.12;282.24;288.45
283.48;285.02;282.66;283.58
282.55;284;279.97;282.59
277.57;284.75;276.45;282.57
276.16;279.74;274.12;279.58
281.24;281.47;273.35;274.01
280.99;281.45;279.62;280
275.91;280.5;275;279.99
285.51;286.57;284;285.1
284.88;287.79;283.34;285.65
289.8;292.77;283.77;284
283.36;290.2;281.64;289.72
285.89;286.58;280.62;284.05
291.3;292.33;284.88;285.68
291.96;292.68;288.51;291.57
293.6;295.65;290.49;291.25
297.5;298.51;291.31;292.35
295.55;299;295.25;297.73
298;299.72;295.6;297.3
291.6;299.52;291.12;299.19
288.12;292.5;288.1;291.61
292.14;292.84;286.99;287.76
297.41;297.41;293.28;293.5
297.74;298.23;292.4;296.93
295.01;298;292.09;296.09
302.39;303.29;294.96;295.85
306.37;309.25;296.33;302.4
314.05;317.8;311.21;313.94
305.57;312.61;301.8;312
302.1;310.35;301.8;309.9
300;301.9;297.75;299.54
301.24;303.4;299.78;301.19
305.34;306.75;300.07;300.89
292.51;299.24;292.1;298.86
293.39;294.4;290.93;291.78
296.4;296.6;291.02;293.35
296.25;297.5;294.05;296.23
289.39;295.8;288.51;295.54
297.3;297.6;291.38;291.52
292.1;295.98;290.23;295.71
295.04;296.24;289.22;291.25
294.34;298.93;291.04;294.15
302.5;304.38;292.15;292.72
306.28;309.25;302;302
298.9;304.47;293.86;304.1
290.9;298;289.58;297.25
288;294.81;286.5;289.71
289.67;292.32;288.67;289.3
288.07;290.3;284.97;287.84
276.09;287.67;271.73;286.7
279;280.3;275.9;280.3
274.26;278.3;273.07;277.44
275;277.3;267.43;274.8
278.59;281.24;277.75;278.35
279.82;284.19;276.52;282.75
286.99;287.28;280.02;282.5
284.72;288.5;280.56;286.31
292.85;293.19;278;279.56
297.1;299.59;290.3;293.12
282.39;293.75;281.83;290.94
286.79;289.3;277.41;280.26
288.73;289.78;284.6;287.9
283.2;292.89;282.02;288
269.43;278.4;269.37;277.27
260.46;266.05;259.25;266
260.96;263.76;258.3;259.2
252.73;260.98;250.63;260.81
256.96;265.44;253.5;256
243.16;258.1;242.71;255.45
241.21;241.67;239.65;241.61
240.34;241.17;238.27;239.18
233.61;239.97;233.52;239.16
230.56;233.45;230.2;233.13
229.68;231.62;228.57;231.05
229.18;231.09;227.32;229.24
230.81;232.23;228.2;228.72
228.97;231.98;227.93;231.29
225.47;227.8;224.72;227.8
228;228.5;225.43;226.02
228.4;229.25;226.47;228.02
228.62;228.62;225.88;226.98
227.23;229.88;227;228.5
221.85;228.15;221.32;226.19
222.05;223.7;220.21;222.29
221.91;222.25;217.82;220
219.5;222.08;217.71;219.45
217.99;220.85;216.74;219.78
220.22;222;218.29;218.75
217.82;224.74;217.52;223.53
222.9;224;214.26;215.81
200.42;205;199.32;204.22
198.58;200.5;195.91;198.1
189.33;192;188.03;191.4
184.58;187.88;183.49;186.97
190.1;190.34;184.66;185
193.27;194.36;190.1;191.45
193.47;194.32;189.73;192.93
193;194.42;189.41;193.96
193.09;194.8;192.32;193.23
193.69;195.1;191.45;192.05
188.78;194.62;188.64;193.76
189.24;189.65;187.58;189.22
187.73;190.26;187.57;188.57
179.95;185.32;179.84;185.29
181.76;182.95;179.99;180.04
177.95;181.39;177.64;180.51
180.64;181.45;179.6;180.45
181.05;183.28;178.07;179.57
181.68;184.8;180.95;181.42
180.7;180.86;179.2;179.25
177.97;180.24;177.97;178.98
181.18;181.94;177.85;178.6
179.27;182.17;177.25;180.88
178.81;180.4;178.31;180.04
177.13;179.64;175.8;179.29
176.7;178.61;175.01;175.6
175.3;180;174.21;178.61
178.33;178.4;172.57;174.99
180.44;180.95;177.15;177.8
181.01;181.2;177.4;179.98
184.21;184.65;180.16;181.35
189.1;189.85;184.97;185.2
187.78;189.6;187.03;188.81
186.7;187.25;185.07;185.9
186.13;187.75;184.31;187.01
185.95;187.67;184.36;185.18
189.29;189.75;182;186.06
186;189.87;185.85;187.99
189.15;189.92;185.51;185.87
183.37;189.85;182.23;188.89
193.3;194.48;188.66;193.95
196.5;198.9;190.39;191.37
198.51;198.84;196.66;197.95
197.83;199.75;196.81;197.9
194.7;199.33;194.3;198.41
193.6;199.84;193.08;195.23
182.85;193.08;181;192.99
186.66;192.32;186.07;187.4
191.97;192.21;185.25;187.98
200.76;201.6;189.46;191.58
196.96;200.02;194.53;198.64
205.26;206.4;195.51;196.03
206.47;207.75;202.6;204.36
205.99;213.37;205.81;210.86
215.55;216.8;203.66;205.96
194.38;196.66;190.63;191.9
193.69;196.36;191.72;195.62
190.02;194.7;186.34;190.34
188.76;188.86;185.2;188.08
179.27;189.41;179.15;189.24
181.94;182.24;176.29;177.12
188.69;189.33;180.32;180.72
194.54;195.36;188.12;188.28
192.5;196.25;192;193.92
204.65;205.3;196.71;197.3
200.97;205.02;198.66;203.9
196;200.01;194.13;199.97
195.38;197.39;194.05;195.33
194.33;195.93;190.5;195.38
195.62;197.71;193.18;193.54
194.5;198.1;191.83;195.06
190.64;194.25;188.78;193.85
195.08;195.9;187.72;188.55
193.45;196.9;192.23;193.51
201.4;202.93;193.48;194.5
197.4;203.64;195.46;202.71
199.23;199.88;192.56;192.79
192.97;198.23;191.85;197.6
191.78;193.52;191.78;192.9
192.11;193.55;191.01;192.76
189.15;193.3;189.1;191.91
187.45;188.6;186;187.9
183.9;186.85;183.01;186.3
186.31;187.88;183.4;183.75
182;188.46;181.87;185.02
176.76;180.5;176.55;180.08
176.95;180.49;175.95;176.47
177.99;180.69;176.66;179.78
171;178.82;169.6;178.69
172.17;173.18;169.45;170.45
173.43;174.88;171.29;171.65
170.25;173.5;168.47;173.43
170.35;173.68;168.73;169.98
176;176.2;170.55;171.43
179.13;180.7;176.02;176.29
